Make,Model,Year,Fuel_Type,Transmission,Color,Price,Mileage
Honda,CR-V,2016.0,Gasoline,Manual,Blue,31073.251557323245,181082.0
Honda,Accord,2009.0,Gasoline,Automatic,Grey,22512.80206259198,92529.0
Chevrolet,Impala,2008.0,Hybrid,,Blue,35839.70523481618,42176.0
Chevrolet,Malibu,2010.0,Diesel,Automatic,Blue,21583.087659053235,94825.0
Chevrolet,Equinox,2022.0,Diesel,Automatic,Black,,
Ford,Fusion,2019.0,Hybrid,Automatic,Black,30175.38910993881,2263.0
Chevrolet,Impala,2010.0,Gasoline,,White,17838.674313083757,151744.0
,Model 3,,,,Black,19951.858097354954,169598.0
Chevrolet,Impala,2001.0,Electric,CVT,Red,30297.270488111124,40324.0
,Escape,,,Automatic,,32706.007263489075,94075.0
Ford,Escape,2001.0,Diesel,Manual,Grey,,3512.0
Chevrolet,Impala,2010.0,Diesel,CVT,Black,26845.045545386864,137138.0
Honda,Accord,2020.0,Gasoline,Automatic,Silver,,129587.0
Honda,CR-V,2016.0,Gasoline,Automatic,Silver,,79858.0
Ford,Escape,2016.0,Hybrid,Manual,Black,11389.881731353023,2387.0
Chevrolet,Malibu,2013.0,Electric,Manual,Silver,28609.92067007338,187232.0
Chevrolet,Malibu,2011.0,,Manual,Red,31143.944121732125,35548.0
Tesla,,2004.0,Diesel,Automatic,Blue,18363.469342739052,164967.0
Ford,Focus,2020.0,Electric,Automatic,,37485.873665370906,45414.0
Tesla,Model 3,2014.0,Gasoline,Manual,Grey,31580.13891221609,73071.0
Tesla,Model X,2021.0,Hybrid,,Red,27586.85472007344,4297.0
,RAV4,2011.0,Gasoline,Automatic,Grey,,109513.0
Ford,Fusion,2008.0,Diesel,Automatic,Silver,22850.895105900283,136080.0
Chevrolet,Malibu,2000.0,Diesel,Manual,Black,37464.15513015034,115481.0
Tesla,Model S,2015.0,Electric,CVT,White,34283.55931528555,160308.0
Nissan,Sentra,2007.0,Diesel,CVT,Blue,24573.8503318515,67156.0
Toyota,,,Electric,Automatic,Silver,29249.10448529064,99252.0
Ford,Fusion,2016.0,Diesel,Automatic,Red,30348.59001903591,118632.0
Tesla,Model 3,2004.0,Hybrid,CVT,Silver,22593.57778179754,83323.0
Toyota,Corolla,2021.0,,,,35559.89862680936,182214.0
Tesla,Model 3,2017.0,Gasoline,Manual,Grey,23727.440227510837,26437.0
Chevrolet,Equinox,2023.0,Electric,,Grey,32391.416884544553,127129.0
BMW,X5,2021.0,Hybrid,CVT,Red,41721.417942319385,11467.0
Ford,Escape,2020.0,Gasoline,Automatic,Black,29815.76844742587,57954.0
BMW,X3,2006.0,,Automatic,Black,37861.52975756457,147276.0
Chevrolet,Malibu,2004.0,Gasoline,CVT,Black,23713.676382513513,19755.0
Ford,,2017.0,Hybrid,Manual,,,168394.0
,Equinox,2017.0,,Manual,Grey,30036.82918922665,128714.0
Honda,Civic,2017.0,Diesel,Automatic,Blue,26757.741106428442,87725.0
Tesla,Model S,2022.0,Hybrid,Automatic,Silver,31737.982065227945,115784.0
Tesla,Model X,,Diesel,CVT,Red,38617.710472487204,34364.0
Toyota,RAV4,2005.0,Hybrid,,White,,
Honda,Civic,2019.0,Gasoline,,,28247.94779262851,143092.0
BMW,X3,2016.0,Electric,Automatic,Grey,31514.992580679907,
Ford,Focus,2005.0,Diesel,CVT,,22514.220667891714,38502.0
Toyota,,2003.0,Gasoline,Automatic,Blue,16983.61792230205,15675.0
Ford,Escape,2000.0,Hybrid,Manual,Red,27570.683600880588,89049.0
Ford,Focus,2024.0,Electric,Manual,Grey,31589.09384121663,183220.0
Ford,Focus,2016.0,Gasoline,Manual,Blue,28075.090974732764,108139.0
,X3,2008.0,Diesel,CVT,Grey,,103845.0
Toyota,Corolla,2024.0,Hybrid,CVT,Red,41329.43112940079,55178.0
Nissan,Sentra,2023.0,Electric,Manual,Silver,31613.015026891997,10745.0
Ford,Fusion,,Hybrid,CVT,White,20249.054675942993,136100.0
Toyota,RAV4,2009.0,,Manual,Black,24257.075450229713,
BMW,X3,2013.0,Gasoline,Automatic,Blue,37053.502557910724,84084.0
BMW,,2017.0,Gasoline,CVT,White,31399.74492384554,170951.0
Honda,Civic,2006.0,Electric,CVT,Grey,36904.730359376365,
Nissan,Rogue,2013.0,,CVT,Blue,39208.8323635234,
BMW,X3,2019.0,Electric,CVT,Blue,23250.880372157277,133768.0
Ford,Fusion,2011.0,Electric,Automatic,Red,28420.88625196475,53839.0
Chevrolet,Impala,2023.0,,,Silver,30752.118859063088,16442.0
Nissan,Altima,2011.0,Gasoline,,Black,46200.57186047375,194860.0
Tesla,,2001.0,Gasoline,Manual,Red,30609.578756933017,11390.0
Nissan,Altima,2022.0,,Automatic,Silver,38841.32583019233,175508.0
Honda,CR-V,2001.0,Hybrid,CVT,Grey,40554.69977647457,15624.0
Tesla,Model S,2016.0,Hybrid,CVT,Silver,31741.645722565256,9966.0
Nissan,Sentra,2022.0,Diesel,Automatic,Grey,15108.150048595542,115123.0
Chevrolet,Malibu,2002.0,Gasoline,Automatic,Grey,39794.1577072513,148295.0
Tesla,Model 3,2015.0,,Manual,Black,29295.723234652145,158329.0
BMW,X3,2001.0,Electric,,White,38722.50727278978,50802.0
Tesla,Model S,2015.0,,CVT,Silver,23204.201020675027,27215.0
Chevrolet,,2023.0,Diesel,Manual,Black,30844.149481888995,55046.0
,Altima,2002.0,Gasoline,,Grey,38808.374497411554,165166.0
Chevrolet,Malibu,2024.0,Electric,Automatic,Grey,38906.64892335759,169741.0
BMW,,,Hybrid,CVT,Black,,120333.0
Tesla,,2007.0,Electric,CVT,Silver,43885.050896183086,16772.0
Tesla,Model S,2017.0,Diesel,Manual,Silver,29092.800036503602,153290.0
Nissan,Sentra,2003.0,Electric,Automatic,Silver,22923.224492098787,101124.0
BMW,X5,2016.0,Diesel,,Blue,24596.58696993706,176206.0
Tesla,Model 3,2021.0,Electric,Automatic,Silver,33085.182233635795,25874.0
Chevrolet,Impala,2024.0,Electric,Manual,Grey,34110.53368536946,22455.0
,Camry,2010.0,Hybrid,Manual,Red,30970.257532581094,135184.0
Tesla,Model 3,,Diesel,Automatic,Blue,39666.7387970899,
Honda,Civic,2016.0,Electric,Manual,,27938.50827817212,106924.0
Chevrolet,Malibu,2013.0,Hybrid,Manual,Black,37398.81880371959,128305.0
Honda,Accord,2006.0,Hybrid,Manual,Grey,33116.87279875473,198713.0
Toyota,RAV4,2018.0,Electric,CVT,Black,23450.73891867763,186988.0
Tesla,Model S,2011.0,Gasoline,Manual,,36217.24207110951,1067.0
Ford,Fusion,2022.0,Electric,Automatic,Blue,33550.56022534341,29164.0
Ford,Focus,2022.0,,,Grey,29270.68169951999,
Tesla,Model X,2010.0,Hybrid,Manual,Grey,43106.227064168925,20773.0
BMW,X3,2013.0,Diesel,,Black,14941.20075251663,188367.0
BMW,X3,2008.0,Electric,Automatic,Red,33236.68776964485,12818.0
Ford,Escape,2014.0,Diesel,Manual,Blue,19926.013352423055,9335.0
BMW,,2013.0,Gasoline,CVT,Black,36351.9418590951,3577.0
Tesla,,2023.0,Diesel,Automatic,,,73916.0
BMW,X5,2021.0,Hybrid,Manual,Grey,34042.23748015493,59314.0
Chevrolet,Malibu,2004.0,Diesel,Manual,,23114.161391813755,41205.0
Honda,CR-V,2006.0,Gasoline,CVT,Grey,50927.18716161139,56680.0
Tesla,Model 3,2001.0,Gasoline,Automatic,Blue,17693.36203711588,28400.0
Nissan,Rogue,2011.0,Electric,,Black,,
Honda,Accord,2011.0,Hybrid,Manual,Blue,29878.59293063393,120120.0
BMW,X3,,,Automatic,Red,34474.85928550886,
Ford,Fusion,2018.0,Diesel,Manual,White,38001.70963985442,26883.0
Ford,Escape,2013.0,Diesel,Manual,Silver,19339.875410110893,11094.0
Chevrolet,Malibu,2009.0,Diesel,Automatic,White,43142.189318415236,133479.0
Honda,Accord,2017.0,Diesel,CVT,Silver,28012.660023581688,62651.0
,,2021.0,Diesel,,Silver,,36807.0
BMW,X3,2024.0,Hybrid,Manual,Silver,22343.630094629272,138354.0
Honda,Accord,2001.0,Electric,Manual,Black,23588.432818067093,26539.0
BMW,320i,2006.0,Hybrid,CVT,Black,24712.61139271451,
Tesla,Model S,2013.0,Hybrid,,,30428.189885818054,132145.0
Ford,Fusion,2011.0,Diesel,Manual,Black,26070.12987526512,
,Corolla,2012.0,Gasoline,CVT,Silver,46114.691440175724,27293.0
Toyota,Corolla,2008.0,Hybrid,CVT,Silver,10675.276748545832,104817.0
Chevrolet,Impala,2000.0,Electric,Automatic,,25712.47254542475,4642.0
Nissan,Rogue,2007.0,Electric,Automatic,,24328.94519885971,153043.0
Toyota,Camry,2000.0,Gasoline,CVT,Blue,23727.14381991987,109762.0
Nissan,Sentra,2020.0,Electric,Automatic,Black,34851.78392442424,153631.0
Toyota,Camry,2011.0,Electric,CVT,Red,24866.69698435363,73820.0
BMW,,2019.0,Hybrid,Manual,Silver,30368.98453358072,165384.0
Nissan,Altima,2019.0,Hybrid,Automatic,,28552.845078001745,28106.0
Tesla,Model S,2008.0,Hybrid,,Black,35380.60584923181,169290.0
Tesla,Model S,,Gasoline,Automatic,Blue,28033.329786808055,149022.0
Honda,CR-V,2016.0,Diesel,CVT,Silver,,102552.0
Nissan,Rogue,2020.0,Gasoline,Manual,Grey,25379.465884977573,79059.0
,Impala,2011.0,Electric,Manual,White,27877.67792264438,15305.0
,RAV4,,Gasoline,Manual,Silver,37895.76704708689,
Ford,Focus,2023.0,Diesel,,Blue,38575.211476543715,52044.0
BMW,,2010.0,Diesel,CVT,Red,,130436.0
Ford,Escape,2009.0,Hybrid,CVT,Silver,13478.14985095711,157245.0
Toyota,Corolla,2009.0,Gasoline,Automatic,Silver,28345.755447995147,18909.0
Chevrolet,Equinox,2005.0,Electric,,Silver,28056.56092025362,22525.0
Chevrolet,Equinox,2005.0,,CVT,Black,28147.32694772048,112293.0
Chevrolet,Equinox,2010.0,Hybrid,Automatic,,21834.799421427433,134902.0
Honda,,2013.0,Electric,Automatic,Blue,34211.044723695995,187216.0
,Focus,2009.0,Gasoline,Manual,Blue,38970.78476630937,36855.0
Chevrolet,Equinox,2014.0,Gasoline,Manual,White,36289.11694735218,41721.0
Ford,Escape,2006.0,Diesel,Manual,Silver,30512.415974548632,166811.0
BMW,X5,2003.0,Hybrid,,White,30947.343859402496,
,,2019.0,Diesel,Manual,White,35973.22774981583,152383.0
Toyota,RAV4,2024.0,Gasoline,Manual,White,42479.897098560745,69180.0
Ford,Focus,2001.0,Electric,Manual,Blue,42215.76065681087,
Ford,,2019.0,Gasoline,Manual,,23581.986897989787,9475.0
BMW,X5,2009.0,Electric,CVT,Silver,31518.735053958895,26008.0
BMW,320i,2005.0,Hybrid,Manual,Silver,22141.29221809288,179013.0
Nissan,,,Gasoline,Automatic,Blue,,158984.0
Nissan,Altima,2024.0,Gasoline,CVT,Blue,,82702.0
Chevrolet,Equinox,2021.0,Electric,CVT,White,38184.74217221451,38623.0
Nissan,Rogue,2008.0,Diesel,CVT,,29563.970291255777,63303.0
,Civic,2011.0,Diesel,CVT,,31556.165983891362,154706.0
,Civic,2007.0,Hybrid,Manual,Blue,33342.58430311443,135162.0
Toyota,,2004.0,Hybrid,CVT,Silver,21569.0860585442,193938.0
BMW,X3,,Electric,Automatic,Blue,,
Tesla,,2017.0,Diesel,,,31812.003926892496,89609.0
Chevrolet,Equinox,2016.0,Electric,Automatic,White,18766.80050397475,46698.0
Toyota,,2017.0,Gasoline,Manual,Silver,32881.44532507555,189585.0
Tesla,Model S,2001.0,Diesel,Manual,Blue,36056.23209784391,47801.0
Toyota,Camry,2013.0,Hybrid,CVT,Silver,,31566.0
Ford,,2009.0,Diesel,Automatic,Blue,,163593.0
Tesla,Model S,,Electric,Automatic,Red,30516.39433387914,
Toyota,Corolla,2005.0,Diesel,,Black,38533.962857317754,
Toyota,Corolla,2007.0,Gasoline,Manual,White,25924.584434282497,155586.0
Ford,Focus,2015.0,Hybrid,Automatic,Grey,31578.035354784894,153652.0
Toyota,Camry,2019.0,Diesel,Automatic,Grey,21441.25638255263,39008.0
Honda,Civic,2011.0,Hybrid,CVT,Grey,31622.491634247515,49349.0
BMW,X5,2015.0,Hybrid,Automatic,Black,29271.727945389994,
Tesla,Model X,2014.0,Hybrid,Manual,Blue,44063.775653447155,56614.0
Toyota,Corolla,,Hybrid,Automatic,,29666.719845403353,
Ford,Fusion,2008.0,,Automatic,Blue,28031.544384722507,193877.0
,Equinox,2014.0,Diesel,CVT,Red,33848.28929329989,
Ford,Fusion,2013.0,Diesel,CVT,,46784.72263368164,114362.0
Nissan,Rogue,2002.0,Hybrid,Manual,,27593.79602497043,103612.0
Honda,CR-V,2021.0,Electric,CVT,Blue,33869.208687146536,86120.0
Tesla,Model S,2019.0,Electric,,White,40611.30497119166,6820.0
Chevrolet,Equinox,2008.0,Diesel,Manual,White,23443.505474893875,8512.0
Nissan,Altima,2020.0,Hybrid,Manual,Silver,25479.02243236715,170848.0
Chevrolet,Equinox,2012.0,Hybrid,Automatic,Red,33718.38206475059,60945.0
Honda,Accord,2019.0,Diesel,CVT,Red,31931.678938923487,183505.0
Toyota,Corolla,2000.0,Hybrid,,Silver,42245.82185089561,9711.0
Tesla,Model S,2004.0,Hybrid,Automatic,Black,34832.3287508115,
Nissan,Altima,2003.0,Diesel,Manual,Black,,149854.0
Chevrolet,Equinox,2013.0,,CVT,Blue,23633.22843506944,
BMW,X3,2022.0,Electric,Automatic,Black,23064.602523802885,118030.0
BMW,X5,2021.0,Hybrid,Manual,Black,28962.485384877167,50021.0
Honda,CR-V,2010.0,Diesel,CVT,Silver,27169.324491522526,130672.0
BMW,,2023.0,Diesel,,Grey,33098.606069644666,
Honda,Accord,2011.0,Electric,Automatic,Black,28250.936263452044,77017.0
Nissan,Sentra,2017.0,Gasoline,Manual,Silver,40516.95940311019,
Toyota,Corolla,2009.0,,CVT,Silver,,80291.0
BMW,X5,2021.0,Electric,CVT,Red,,104268.0
Toyota,,2005.0,,,Black,32422.310564661442,50138.0
Nissan,Sentra,2007.0,Electric,CVT,Grey,32393.01243863711,110572.0
Tesla,Model 3,2016.0,Electric,,Red,8158.992154656629,138997.0
Toyota,Camry,,Electric,CVT,Red,,
Toyota,Corolla,2012.0,Electric,Automatic,Blue,,74258.0
BMW,320i,,Gasoline,Manual,Black,45384.352074520975,193516.0
Nissan,Rogue,2007.0,Diesel,Automatic,Blue,24796.46686573633,
Chevrolet,Malibu,2010.0,Gasoline,Automatic,,,14642.0
Chevrolet,Equinox,2022.0,Diesel,Automatic,Grey,14665.82810296789,151511.0
Ford,Escape,2020.0,Diesel,CVT,Blue,36607.96640535499,93885.0
,Escape,,Electric,CVT,,34054.42156359181,
Tesla,Model X,2015.0,Gasoline,CVT,Red,32506.182164048663,
BMW,X3,2019.0,Hybrid,Automatic,White,33524.80155248914,45538.0
Honda,Civic,,Diesel,CVT,Grey,31233.769425326293,184706.0
,,2005.0,Diesel,Manual,White,28311.70946490123,12699.0
Toyota,RAV4,,Hybrid,CVT,Grey,37285.5926825427,79183.0
Chevrolet,Equinox,2008.0,Hybrid,Manual,Blue,20285.560344996593,60282.0
Tesla,Model S,2000.0,Diesel,Manual,Silver,43931.07906971798,78860.0
Ford,Focus,2014.0,Diesel,Automatic,White,,152215.0
BMW,X3,2000.0,Electric,,Silver,30393.43040167083,82911.0
BMW,X5,2005.0,Hybrid,Automatic,Silver,35848.71480566287,37996.0
Ford,Focus,2024.0,Electric,CVT,Red,42004.21880527469,122734.0
Honda,Accord,2020.0,Gasoline,CVT,White,,194251.0
BMW,X3,2001.0,,Manual,,40753.74628994883,131092.0
BMW,320i,2018.0,,Manual,Grey,19670.28383045925,125802.0
Toyota,RAV4,,Diesel,Manual,Blue,35819.83174804621,140736.0
Ford,Escape,2013.0,Hybrid,CVT,Silver,33858.570528988115,66635.0
Toyota,Camry,2021.0,Diesel,Manual,Red,38679.334107982686,
,CR-V,2016.0,Electric,CVT,Grey,28713.782997088205,171297.0
Ford,Fusion,2008.0,Diesel,Manual,Grey,,194237.0
Tesla,Model X,2011.0,Diesel,Manual,Grey,,114693.0
Honda,CR-V,2002.0,Gasoline,CVT,Red,22829.812779509637,15065.0
Tesla,Model S,2019.0,Electric,Manual,Blue,14084.429606850808,85470.0
Chevrolet,Impala,2008.0,Electric,CVT,Blue,20997.309402724888,123990.0
Honda,Accord,2000.0,Electric,Manual,White,40676.83652249265,192249.0
Toyota,,,Diesel,Automatic,,22296.202812360727,83115.0
Nissan,Rogue,2002.0,Electric,CVT,Black,32622.164794019896,30194.0
Toyota,Corolla,2003.0,Hybrid,Manual,Red,30474.24109884826,147627.0
Nissan,,2007.0,Electric,,,,
Ford,Escape,,Diesel,Manual,Black,38939.484271613044,108750.0
Chevrolet,Equinox,2018.0,Diesel,CVT,Silver,27729.353475286753,74180.0
Chevrolet,Impala,,Hybrid,CVT,Red,39421.48079560262,179030.0
Tesla,Model 3,2003.0,Diesel,Manual,Black,38907.85038103841,187150.0
BMW,X5,2019.0,Electric,CVT,Grey,13541.970844678672,42637.0
Chevrolet,Malibu,2020.0,Electric,Manual,White,29836.998803037044,149438.0
Tesla,Model 3,2009.0,Diesel,Automatic,Grey,20953.867200023815,124086.0
Chevrolet,Malibu,2015.0,Diesel,Automatic,Grey,,129526.0
Tesla,Model X,2019.0,Gasoline,,Blue,35525.9258123769,146729.0
Tesla,Model X,,Gasoline,Automatic,Silver,15553.11696613752,35059.0
Chevrolet,Malibu,,Hybrid,Automatic,Blue,19334.086017521768,81551.0
Honda,CR-V,2012.0,Diesel,CVT,Black,,168828.0
,RAV4,2023.0,Hybrid,Manual,Silver,26093.428887381622,165278.0
,Escape,2003.0,Electric,Automatic,Red,22721.384676155118,52168.0
Tesla,Model 3,,Gasoline,Automatic,Silver,37536.542017949985,87897.0
Nissan,Rogue,2006.0,Diesel,,Grey,,166919.0
Nissan,Sentra,2004.0,Hybrid,Manual,Black,,36509.0
Tesla,Model X,2007.0,Gasoline,Automatic,Black,24359.859249998026,79417.0
BMW,X5,2019.0,Diesel,Automatic,Blue,36627.050894956265,
Tesla,Model X,2000.0,Electric,,,19753.512467483117,117181.0
Tesla,Model X,,,,Grey,26988.812387943835,903.0
,,,Diesel,CVT,White,26441.621283982742,54235.0
BMW,X3,2003.0,Gasoline,Automatic,Grey,35496.506868417746,17610.0
Chevrolet,Impala,2018.0,Electric,Automatic,Grey,26150.031099918717,34052.0
Nissan,Sentra,2008.0,Gasoline,Manual,Blue,35298.790976604396,160083.0
,Malibu,2007.0,Hybrid,CVT,Red,29856.583651097193,165836.0
,Model 3,2005.0,,CVT,Grey,34158.54632891001,180653.0
Ford,Focus,,Electric,Manual,Grey,35082.75820549532,120388.0
Nissan,Altima,2020.0,Hybrid,Automatic,Grey,30343.559763986974,87388.0
Chevrolet,Impala,2000.0,Diesel,Manual,Silver,30515.976587547673,124798.0
BMW,X3,2000.0,Gasoline,,Black,35769.12519671355,
Chevrolet,Malibu,2004.0,Gasoline,Automatic,Blue,26124.554678332344,107418.0
BMW,320i,2024.0,Diesel,CVT,Silver,35387.769809205616,136450.0
Nissan,Sentra,2023.0,Hybrid,Automatic,Red,29094.47442950289,65296.0
Chevrolet,,,Hybrid,CVT,Blue,23213.965501491024,182614.0
Chevrolet,Impala,2012.0,Electric,Manual,Black,28758.220370385287,65285.0
,RAV4,2017.0,Electric,CVT,Grey,21911.239953164157,83385.0
Toyota,,2023.0,Hybrid,Automatic,White,36947.015730919404,98706.0
BMW,X3,2007.0,Electric,Automatic,Red,18232.167890192744,
Ford,Focus,2019.0,Electric,CVT,Red,23806.413148172203,54812.0
Tesla,Model 3,2007.0,Diesel,Manual,Black,21318.239566735523,99054.0
Ford,Fusion,2013.0,Electric,Manual,Grey,33540.08573597161,156516.0
Toyota,RAV4,2001.0,Hybrid,Automatic,White,37934.705353790945,132689.0
Toyota,Corolla,,Electric,CVT,Blue,30613.83250897154,100834.0
,320i,2001.0,Electric,,,30012.465481944408,131583.0
Nissan,Sentra,2009.0,Electric,CVT,White,27022.828619938035,112850.0
Chevrolet,Impala,2013.0,Electric,CVT,Blue,,31786.0
Chevrolet,Impala,2013.0,Electric,Manual,Black,35281.36984000112,36244.0
Toyota,RAV4,2002.0,Gasoline,Automatic,Black,20232.252607015478,165541.0
Chevrolet,Malibu,2019.0,Electric,CVT,White,20332.12496495546,8496.0
Honda,Accord,2003.0,,Automatic,Silver,31176.62953306567,127192.0
BMW,320i,,Diesel,Automatic,Silver,36711.81650961981,19359.0
BMW,,2004.0,Hybrid,Automatic,Red,27330.75194539232,43634.0
Nissan,Rogue,2003.0,Gasoline,Manual,Blue,,117255.0
Tesla,Model 3,2023.0,Gasoline,,Grey,,168886.0
,Accord,2012.0,Hybrid,,Grey,,162717.0
Honda,CR-V,2008.0,Gasoline,Manual,White,33977.57176252935,21658.0
Toyota,Camry,2000.0,Diesel,CVT,Black,32283.691512601086,15797.0
Ford,Fusion,,Diesel,,Black,30665.27480172153,52236.0
Chevrolet,Impala,2019.0,Electric,Manual,Silver,37717.52429983622,6265.0
Toyota,Corolla,2023.0,Electric,,Grey,35491.83140167168,184566.0
Tesla,Model S,2016.0,Hybrid,,Black,38790.0805603538,121754.0
Tesla,,,Electric,CVT,,21992.686775005684,
BMW,,2016.0,,Manual,,22666.63316490191,145378.0
Ford,Fusion,2014.0,Gasoline,Manual,Red,33368.749164260495,97375.0
Tesla,,2013.0,Electric,Automatic,Black,23883.744275177392,17084.0
,Equinox,2002.0,Diesel,,Blue,28327.307390501985,80294.0
Ford,Focus,2013.0,Hybrid,CVT,Blue,32115.271578466654,61331.0
Honda,Accord,2004.0,Gasoline,CVT,Grey,24466.835648753382,121685.0
Tesla,Model S,2002.0,Electric,Manual,White,15371.90848756945,96917.0
Chevrolet,Equinox,2018.0,Diesel,CVT,Grey,29578.02214780463,1908.0
,Corolla,2000.0,Electric,Automatic,Blue,36855.647944721466,
Nissan,Rogue,2013.0,Electric,CVT,Black,23652.233337370955,2928.0
,,2020.0,Diesel,Manual,White,21926.99874505737,65158.0
BMW,X3,2019.0,Diesel,CVT,,21611.073868412757,26957.0
Ford,Fusion,2010.0,Gasoline,Automatic,Silver,34821.4162047221,167967.0
Honda,,2013.0,Electric,Automatic,,,25176.0
Honda,Civic,2012.0,Diesel,,Silver,36698.52444247665,
Toyota,,2003.0,Gasoline,Automatic,Silver,40553.70179678928,112350.0
Ford,Focus,2020.0,Hybrid,CVT,Black,,66404.0
Toyota,Corolla,2007.0,Gasoline,CVT,Blue,34701.57797646766,48231.0
Tesla,Model 3,2022.0,Hybrid,Automatic,Silver,29634.257611176636,160104.0
Honda,CR-V,2010.0,Hybrid,Automatic,Black,,18318.0
Chevrolet,Impala,2000.0,Electric,CVT,Red,40147.06535828024,144318.0
Toyota,Camry,2005.0,Gasoline,Automatic,Red,33573.22625037844,15169.0
Honda,CR-V,2016.0,Diesel,,White,28850.545849505208,25968.0
Ford,,2006.0,Gasoline,CVT,Silver,19028.37046695426,25444.0
Nissan,Rogue,2017.0,Diesel,CVT,Black,33235.94968295412,106081.0
,Focus,2001.0,Diesel,Manual,Black,,68354.0
BMW,,2000.0,Gasoline,CVT,Red,16086.910023849452,36368.0
Tesla,Model X,,Electric,Automatic,Blue,28507.030846800975,122268.0
Nissan,Rogue,2008.0,Gasoline,Manual,Red,31386.202752162404,190339.0
Honda,CR-V,,Electric,Automatic,Red,,94897.0
Toyota,RAV4,,Gasoline,Manual,Grey,33857.82852460392,190297.0
BMW,X5,2002.0,Electric,CVT,Blue,22961.496706941864,90042.0
Chevrolet,Impala,2014.0,Hybrid,CVT,Blue,25901.942854022454,83098.0
Nissan,,2005.0,Electric,Manual,Red,43605.347467941865,9290.0
Nissan,Altima,2023.0,Hybrid,CVT,Grey,30622.40395240682,131283.0
,,2005.0,Diesel,Automatic,White,22318.338530678528,15115.0
BMW,X5,2022.0,Gasoline,,Blue,,
Nissan,Sentra,2014.0,Electric,Automatic,Black,32375.65588213023,137892.0
,CR-V,2023.0,Electric,Manual,Blue,38418.85486494296,113065.0
Ford,Escape,2012.0,Electric,,,39700.27415614253,115131.0
Tesla,Model 3,2009.0,Diesel,,Grey,33164.50284130133,28750.0
Toyota,RAV4,2011.0,Electric,CVT,Blue,28840.068460314702,114921.0
Toyota,RAV4,2003.0,,CVT,Red,29549.01732743961,91729.0
Chevrolet,Equinox,2016.0,Hybrid,Manual,Grey,30890.611650297928,153024.0
BMW,,2013.0,Gasoline,Manual,Black,23654.27098995329,90352.0
Ford,Escape,2015.0,Hybrid,Automatic,Blue,35523.1030840201,129177.0
Ford,Focus,2022.0,Hybrid,Automatic,Black,,150235.0
Tesla,Model X,2009.0,,Automatic,White,29259.593291582452,176173.0
,Sentra,2017.0,Hybrid,Manual,Silver,36198.16743143825,175778.0
Nissan,Sentra,2015.0,Hybrid,CVT,Grey,18458.330571910585,39979.0
Nissan,Altima,2014.0,Gasoline,Automatic,White,28599.367001244875,171713.0
,320i,2000.0,Electric,Automatic,Silver,41433.87885836927,128785.0
,,2000.0,Diesel,Automatic,Silver,26662.902068285603,131666.0
Honda,Accord,2021.0,Gasoline,,Grey,23461.644226906326,130364.0
Ford,Escape,2009.0,Gasoline,Automatic,Grey,39779.8077788591,97507.0
BMW,X3,2001.0,Diesel,Automatic,Silver,20153.300744127904,36126.0
Tesla,Model 3,2017.0,Electric,Manual,Silver,45158.654384221845,80382.0
Chevrolet,Equinox,2000.0,Gasoline,CVT,Blue,,24009.0
BMW,X3,2017.0,Gasoline,CVT,Red,18225.87054342276,94.0
Chevrolet,Equinox,2011.0,Electric,CVT,Red,29811.533631695438,148502.0
Tesla,Model S,2001.0,Hybrid,,Grey,31684.503501884323,166643.0
Honda,Accord,2021.0,,Manual,Grey,32838.95114199018,193366.0
Nissan,Altima,2002.0,Hybrid,Automatic,Blue,25452.322673207484,20860.0
BMW,X3,,Diesel,Automatic,,21316.880656021505,49607.0
Tesla,Model X,2014.0,Electric,CVT,Blue,31119.78930919081,140817.0
Honda,CR-V,2010.0,Diesel,Manual,White,32862.07071043341,43336.0
Tesla,Model X,2024.0,Hybrid,Automatic,White,37681.09779850212,8070.0
Honda,Accord,2005.0,Gasoline,Manual,Black,26420.81636283792,195481.0
Toyota,Camry,2008.0,Electric,Automatic,Red,36087.148408961075,92995.0
Toyota,RAV4,2018.0,Gasoline,Automatic,,,153498.0
Toyota,RAV4,2021.0,Diesel,Manual,Red,31948.50907946148,30982.0
BMW,X3,2002.0,Hybrid,CVT,Red,,134923.0
Honda,CR-V,2016.0,Hybrid,Automatic,Grey,41477.56358657559,150868.0
BMW,320i,2018.0,Electric,Manual,,36657.519835762854,165664.0
Ford,Fusion,2016.0,Electric,CVT,Black,24078.698614984576,44845.0
Ford,Focus,2012.0,,Automatic,,43763.57393792625,113436.0
Chevrolet,Equinox,2018.0,Diesel,CVT,Blue,26202.95049621587,21159.0
,Impala,2019.0,Hybrid,Manual,Blue,32214.18568758932,35139.0
Honda,Civic,2003.0,Diesel,Automatic,Silver,24904.16261311688,52452.0
Tesla,Model 3,2002.0,Electric,Manual,Red,15379.910585918637,7464.0
Chevrolet,Malibu,2010.0,Gasoline,Manual,Silver,25613.02561073788,9840.0
Nissan,Sentra,2006.0,Hybrid,CVT,,30247.67480394775,98622.0
Nissan,Rogue,2019.0,Gasoline,Automatic,Black,40102.059332917466,15329.0
Chevrolet,Impala,2022.0,Hybrid,CVT,Blue,35188.76728058038,179541.0
Nissan,Sentra,2008.0,,Manual,White,27828.278464146653,109554.0
BMW,X5,2001.0,Gasoline,Manual,Blue,36317.95267642761,
Nissan,Rogue,2020.0,Gasoline,Manual,Blue,45513.26505390809,138604.0
